lat,lng,comment
39.631,-78.371,
39.631,-78.372,
39.631,-78.373,
39.631,-78.374,
39.631,-78.374,
39.631,-78.374,
39.631,-78.374,
39.631,-78.375,
39.631,-78.376,
39.631,-78.377,
39.631,-78.378,
39.63,-78.379,
39.63,-78.38,
39.63,-78.381,
39.629,-78.382,
39.629,-78.383,
39.628,-78.384,
39.627,-78.384,
39.624,-78.385,
